"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-04-15",,"28.5","35.0",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-04-16",,"27.1",,"22.2"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-04-17",,"29.6","34.0","24.2"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-04-18",,"26.8","32.0","22.7"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-04-19",,"26.4","33.0","24.0"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-04-20",,"27.9","33.1",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-04-21",,"29.3",,"24.3"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-04-22",,"27.4","34.0",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-04-23",,"27.3",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-04-24",,"26.8","29.4",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-04-25",,"28.9","33.5",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-04-26",,"29.4","35.0","24.5"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-04-27",,"27.6",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-04-28",,"25.5",,"21.9"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-04-29","3.0","27.3",,"23.0"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-04-30","0.0","28.1",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-05-01",,"28.4","33.0","24.5"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-05-02",,"27.6","33.6",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-05-03",,"26.0",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-05-04",,"26.5","33.1","23.4"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-05-05",,"27.6","34.2",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-05-06",,"25.2","27.4",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-05-07",,"27.3","32.8",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-05-08",,"27.7","31.5",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-05-09","54.1","24.8","29.0","22.7"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-05-10",,"27.9",,"22.6"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-05-11",,"28.9","34.2",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-05-12",,"24.6","27.2",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-05-13",,"26.8","32.3","22.2"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-05-14",,"26.1","31.2",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-05-15",,"25.6","32.4",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-05-16",,"27.3",,"23.4"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-05-17",,"26.7",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-05-18",,"27.3","32.6",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-05-19",,"26.9","33.8",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-05-20",,"25.3","28.2","22.0"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-05-21",,"27.6","33.0",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-05-22","2.3","24.7","28.2","22.4"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-05-23",,"27.8","33.0",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-05-24",,"28.3","32.8",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-05-25",,"27.2","33.5",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-05-26",,"27.3","32.2",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-05-27",,"26.9",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-05-28",,"27.3","31.5",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-05-29",,"26.4","33.0",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-05-30",,"28.5","32.5",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-05-31",,"25.7","29.8",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-06-01",,"26.8",,"24.5"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-06-02",,"28.1",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-06-03",,"28.2","33.5",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-06-04",,"26.9","32.2",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-06-05","13.0","25.1","31.2","21.8"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-06-06","0.0","25.4","30.0",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-06-07",,"26.1",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-06-08",,"27.7",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-06-10","38.1","27.7",,"22.8"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-06-11","0.0","24.3",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-06-12","5.1","26.0","30.6","21.3"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-06-13","0.0","27.5",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-06-14",,"27.7",,"25.0"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-06-15",,"25.1","28.2",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-06-16",,"25.1","32.4","23.0"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-06-17",,"26.8","33.0","22.4"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-06-18",,"23.7","31.7",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-06-19",,"25.8","29.6",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-06-20",,"26.7","32.2",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-06-21",,"25.3","31.2","23.0"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-06-24",,"27.7",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-06-30",,"28.9",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-07-01",,"26.3",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-07-02",,"24.8",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-07-03",,"25.5",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-07-04",,"24.6","28.0",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-07-05",,"25.0",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-07-06",,"27.4","31.8",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-07-07",,"25.6",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-07-08",,"25.3",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-07-09",,"25.9",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-07-10","0.3","27.1","31.5","22.7"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-07-11","0.0","24.7",,"23.8"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-07-12",,"23.7",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-07-14",,"27.2",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-07-15",,"25.9",,"23.5"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-07-16",,"25.7","30.2",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-07-17",,"25.8",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-07-18",,"25.6",,"23.6"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-07-19",,"25.7","28.0",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-07-20",,"27.2",,"24.0"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-07-21",,"28.0","31.4",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-07-22",,"25.6",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-07-23",,"25.8","31.2",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-07-24",,"26.6",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-07-25",,"27.4","31.0","21.4"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-07-26",,"27.6","31.5",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-07-27",,"25.0","31.5","21.6"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-07-28",,"26.0",,"23.0"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-07-29",,"27.8",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-07-30",,"28.2","32.0","23.5"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-07-31",,"25.9","29.0",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-08-01",,"25.5",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-08-02",,"26.5",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-08-03",,"25.7","31.0","24.4"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-08-04","49.0","24.9","27.6",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-08-05",,"25.9","29.4",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-08-06",,"25.3",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-08-07",,"24.9",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-08-10","22.1","24.8",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-08-11","0.0","24.6","29.0",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-08-12",,"24.9",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-08-13",,"26.7",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-08-14",,"26.4",,"23.4"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-08-15",,"26.3",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-08-16",,"25.6",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-08-17",,"25.0","29.0","23.4"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-08-18",,"24.9","29.2",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-08-19",,"23.3",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-08-20","22.1","23.1",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-08-21","0.0","24.3",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-08-22",,"26.4","32.2","23.0"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-08-23","42.9","26.6","32.4","23.4"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-08-24","0.0","25.9","29.5","23.5"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-08-25",,"25.3",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-08-26",,"25.0","29.0",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-08-27",,"24.1","31.4","23.0"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-08-29",,"27.7",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-08-30",,"25.7","29.5",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-08-31","7.1","26.4",,"22.2"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-09-01",,"25.0",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-09-02",,"23.1",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-09-04","52.1","25.2","28.7","21.3"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-09-05","0.0","24.7","31.0",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-09-08",,"29.7",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-09-09","0.0","28.1",,"23.7"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-09-11",,"22.9",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-09-14","7.1","25.3","28.8","22.5"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-09-15","0.0","26.5",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-09-16",,"26.6",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-09-17",,"27.8",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-09-19",,"25.7",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-09-20",,"24.8",,"24.4"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-09-21",,"24.6",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-09-23",,"26.8","31.2","22.8"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-09-24",,"24.6","27.4",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-09-25",,"23.0","28.7","22.4"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-09-26",,"23.1",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-09-27","4.1","24.9","31.5","22.0"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-09-28","0.0","27.6",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-09-29",,"24.9","29.2","23.2"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-09-30",,"25.1","29.8",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-10-01",,"24.8",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-10-02",,"25.8",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-10-03",,"26.4","30.7",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-10-04",,"25.4",,"23.5"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-10-05",,"26.1","31.5","24.0"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-10-06",,"25.0","27.5",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-10-07",,"26.8","30.0",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-10-08",,"25.7","32.0",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-10-09",,"23.6",,"22.4"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-10-10",,"24.8","28.5","23.0"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-10-11",,"26.7","31.2",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-10-14",,"27.1",,"23.0"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-10-15",,"26.7",,"23.6"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-10-16",,"24.7","32.8","22.7"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-10-17",,"24.9","29.0","22.5"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-10-18",,"26.8","32.2",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-10-19",,"25.0",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-10-21",,"26.4","32.7",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-10-22",,"23.6","25.5","22.0"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-10-26",,"24.1","33.2","23.0"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-10-27",,"24.9","32.6",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-10-28",,"24.1",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-10-29","7.1","25.2","33.3","22.8"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-10-30","0.0","26.3","32.0","23.7"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-10-31",,"27.2",,"24.4"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-11-01",,"25.2","31.6",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-11-03",,"26.7",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-11-04",,"24.7",,"22.2"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-11-05",,"26.6","30.5",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-11-06",,"26.4",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-11-07",,"26.9","31.6",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-11-08",,"26.8",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-11-09",,"25.3","31.8","22.4"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-11-10",,"25.8",,"22.5"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-11-11",,"24.5","28.8",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-11-12",,"26.9",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-11-13",,"27.5",,"23.8"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-11-15",,"24.6","33.1","22.3"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-11-16",,"26.2","31.3",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-11-18",,"26.2",,"23.0"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-11-19",,"25.8",,"23.2"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-11-20",,"24.4",,"22.0"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-11-21",,"28.0",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-11-22",,"25.3",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-11-23",,"24.3","30.4",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-11-24",,"26.2","30.3","22.5"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-11-27",,"25.5","30.4",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-11-28",,"26.3",,"23.1"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-11-29",,"25.6","32.6",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-11-30",,"26.6","31.2","23.8"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-12-01",,"27.1",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-12-02",,"26.9","32.3",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-12-03",,"27.1","32.0","22.6"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-12-04",,"28.8",,"23.2"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-12-05",,"26.9",,"24.4"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-12-06",,"26.9",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-12-08",,"27.9","32.6",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-12-10",,"26.1","33.1",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-12-11",,"27.8","34.0","22.3"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-12-12",,"28.2",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-12-13",,"29.6","35.0","23.6"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-12-14",,"28.6","34.2","23.8"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-12-16",,"28.2","34.2",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-12-17",,"26.2",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-12-21",,"27.6",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-12-27",,"27.8",,"22.9"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-12-28",,"26.7",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2021-12-29",,"26.7","32.5",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2022-01-01",,"26.5",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2022-01-02",,"26.3",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2022-01-03",,"25.8",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2022-01-04",,"28.1","33.8",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2022-01-05",,"27.0",,"20.5"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2022-01-06",,"25.0","35.5",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2022-01-07",,"27.5",,"23.7"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2022-01-08",,"27.1",,"22.9"
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2022-01-09","29.0","24.2",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2022-01-10","21.1","26.5","34.2",
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2022-01-11","0.0","27.6",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2022-01-12",,"29.7",,
"NIM00065250","PORT HARCOURT INTERNATIONAL, NI","2022-01-13",,"27.4",,
